date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:31	32260/32260	---M--	200	added ('OK')	image/png	etag:%2278ee68e68725026c56feeeb7ca0ea34c%22	https://www.filepicker.io/api/file/coBl1jU0QmObn8f4lpOQ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Palantir%20Logo(cropped).png	(from http://xfair.mit.edu/)
13:14:34	15949/15949	---M--	200	added ('OK')	image/png	etag:%22b739d8f25e5c93962cc6527e86ec09ac%22	https://www.filepicker.io/api/file/gihAu5fNQsujFDo9Y2g4	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/new%20black%20and%20white%20logo%20with%20jane%20street.png	(from http://xfair.mit.edu/)
13:14:35	69597/69597	---M--	200	added ('OK')	image/jpeg	etag:%22fb0fc710e40441c6f923ef6afd35851d%22	https://www.filepicker.io/api/file/6SrkNJMEQr2GhiJxEqrQ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Nest%c2%ae.jpg	(from http://xfair.mit.edu/)
13:14:37	68293/68293	---M--	200	added ('OK')	image/jpeg	etag:%229bcd526b9ebf80e34f820aa9967324ba%22	https://www.filepicker.io/api/file/OogfzZKaR9NMzvh26C7w	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Bloomberg-logo.jpg	(from http://xfair.mit.edu/)
13:14:38	5446/5446	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Feb%202015%2007:44:38%20GMT	https://www.filepicker.io/api/file/vx5ccPLSrusGNqxSV0g7	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/dropbox-logos_dropbox-logotype-blue.png	(from http://xfair.mit.edu/)
13:14:43	22882/22882	---M--	200	added ('OK')	image/png	etag:%22a4187bc04c137613fecea265611f65a4%22	https://www.filepicker.io/api/file/RlJqmIN8Q6mQoWZffgGt	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/MSFT_logo_rgb_C-Gray.png	(from http://xfair.mit.edu/)
13:14:46	249656/249656	---M--	200	added ('OK')	image/bmp	etag:%22a11e1e2cf669a84c4c9c0c83c72670c4%22	https://www.filepicker.io/api/file/V9nCnaGrQulLCWceaWxc	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/logo.bmp	(from http://xfair.mit.edu/)
13:14:46	287670/287670	---M--	200	added ('OK')	image/png	etag:%22ec72859d75c2df7a6e177d80a3c026e4%22	https://www.filepicker.io/api/file/MY6Q0lPMRRuRB0frYVDM	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/amplitude%20blue%20on%20clear%20vertical%20-%20large%20logo.png	(from http://xfair.mit.edu/)
13:14:46	2641/2641	---M--	200	added ('OK')	image/jpeg	etag:%22511d152b1c3b134aa073d0ad559c2c85%22	https://www.filepicker.io/api/file/AwvE4jOJQQaPIei2i0yw	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/amazon-logo.jpg	(from http://xfair.mit.edu/)
13:14:47	66369/66369	---M--	200	added ('OK')	image/jpeg	etag:%22d44ffa47daf1a032e24bba541c17b6e8%22	https://www.filepicker.io/api/file/xhOU1OmJQLOlTGgxlW2n	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Intel-Logo.jpg	(from http://xfair.mit.edu/)
13:14:49	4881/4881	---M--	200	added ('OK')	image/png	etag:%224c437c83ed48f8cf4ba1261d00f4e06f%22	https://www.filepicker.io/api/file/ZpwCO9hZQHelprehJJHA	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Medidata_Logo_Color%20Medium.PNG	(from http://xfair.mit.edu/)
13:14:51	924052/924052	---M--	200	added ('OK')	image/jpeg	etag:%228d60b0b6afa5b76e40d5db53a26562a9%22	https://www.filepicker.io/api/file/WXKm37ltQQizqEX0jS4M	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Yelp_Logo_Outline.jpg	(from http://xfair.mit.edu/)
13:14:51	42002/42002	---M--	200	added ('OK')	image/jpeg	etag:%2237547e16eb6c7ea14b3b732537a3b509%22	https://www.filepicker.io/api/file/tH62arEeS7u6s7XgRc88	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Logo_2013_Google.jpg	(from http://xfair.mit.edu/)
13:14:51	7386/7386	---M--	200	added ('OK')	image/png	etag:%22957e5ed0a13972ed7ab4c71506e0883e%22	https://www.filepicker.io/api/file/dqVUarLiQEuynGfndejv	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/standard_adobe_logo_-_2-color_red_and_black.png	(from http://xfair.mit.edu/)
13:14:53	45732/45732	---M--	200	added ('OK')	image/png	etag:%22d709c91189bd68e592c0512b82ea0759%22	https://www.filepicker.io/api/file/sAG63DrSrGVIJ6ngpmHJ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Twitter_bird_logo_2012.svg.png	(from http://xfair.mit.edu/)
13:14:54	43120/43120	---M--	200	added ('OK')	image/jpeg	etag:%22a8e6f210ca4f46ac2ffbb7545d6f5e4f%22	https://www.filepicker.io/api/file/G29gvB4lSmul3R8HFk1y	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/3RedLogo_Red.jpg	(from http://xfair.mit.edu/)
13:14:56	15179/15179	---M--	200	added ('OK')	image/png	etag:%22da8a47ecf7e7509cb317c9397542125e%22	https://www.filepicker.io/api/file/2ihndboYQjSCeyOukfBX	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Athenahealth_primary_outlined_480px.png	(from http://xfair.mit.edu/)
13:15:02	176552/176552	---M--	200	added ('OK')	image/jpeg	etag:%22c34dce00200e94b904705138cabea8ab%22	https://www.filepicker.io/api/file/nXNxAedIT0qizoZwHR0B	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/AF_AMADEUS_POS_RGB.jpg	(from http://xfair.mit.edu/)
13:15:03	56577/56577	---M--	200	added ('OK')	image/jpeg	etag:%228af79c752aa4d31c1d381896f6d55b9f%22	https://www.filepicker.io/api/file/wIRL14csRIBo4uWH7Ybw	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Alcoa_Trademark_B300dpi.jpg	(from http://xfair.mit.edu/)
13:15:05	30500/30500	---M--	200	added ('OK')	image/jpeg	etag:%22cf1fb4d8460b50a432666a92f3632331%22	https://www.filepicker.io/api/file/1lzXP0VeR4S71fCDvsek	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/logo_large.jpg	(from http://xfair.mit.edu/)
13:15:06	23515/23515	---M--	200	added ('OK')	image/jpeg	etag:%22e36843f48ea3babca1748261894cdcc3%22	https://www.filepicker.io/api/file/82FStfxwRCAXJibcJXw7	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Y_Logo%20J%20peg.jpg	(from http://xfair.mit.edu/)
13:15:07	13667/13667	---M--	200	added ('OK')	image/png	etag:%2203f00e77f74ea183ac3b64f49d0a6e69%22	https://www.filepicker.io/api/file/t2e6oyTN6M3tEBqmEAig	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/tibco_logo-2x.png	(from http://xfair.mit.edu/)
13:15:09	16991/16991	---M--	200	added ('OK')	image/png	etag:%2231b234142f793c5ab96574b5e5fcecb9%22	https://www.filepicker.io/api/file/uI35jeuQzW7Spo0SP5Lt	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Trove_Logotype-2014_512px.png	(from http://xfair.mit.edu/)
13:15:09	293344/293344	---M--	200	added ('OK')	image/jpeg	etag:%2201aa01263165dbe08907e1d911d293df%22	https://www.filepicker.io/api/file/BpStYiiDRRqQJ43zuA7N	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Exponent_EngSci_Logo_RBG.jpg	(from http://xfair.mit.edu/)
13:15:10	12576/12576	---M--	200	added ('OK')	image/jpeg	etag:%222837feeb5a56f7b1451cdb1111b84d33%22	https://www.filepicker.io/api/file/bRmAvBdTneHmfgw1qxEQ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/FitbitLogo-2.jpg	(from http://xfair.mit.edu/)
13:15:11	3541/3541	---M--	200	added ('OK')	image/png	etag:%228b19b4ef5bda1fc0934c4a8dbd1698ce%22	https://www.filepicker.io/api/file/GArsWFZGTo2gCWEGjvne	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/cisco-meraki.png	(from http://xfair.mit.edu/)
13:15:12	363090/363090	---M--	200	added ('OK')	image/jpeg	etag:%22d5e94339ec7c25ccc36d6e57125d5cb1%22	https://www.filepicker.io/api/file/z8tTG2QiT0SXQCOof70R	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/C1_Core_G_CMYK_R.jpg	(from http://xfair.mit.edu/)
13:15:12	22462/22462	---M--	200	added ('OK')	image/jpeg	etag:%22eecb5fb1ba881cf1b1625d68809b69e3%22	https://www.filepicker.io/api/file/qe9eoDoqQzWmo5qeTzuP	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/A9_logo_RGB.jpg	(from http://xfair.mit.edu/)
13:15:14	102904/102904	---M--	200	added ('OK')	image/jpeg	etag:%220f1db7afb1a704704373e733df1a4d35%22	https://www.filepicker.io/api/file/UrWFF8eSLCnfUnNaH9rg	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/kiva_logo.jpg	(from http://xfair.mit.edu/)
13:15:18	219/219	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Feb%202015%2007:45:17%20GMT	http://s21.postimg.org/uagoirsom/Mark_Forged_logo_copy.jpg	/home/girish/Desktop/My_Websites/eweek/s21.postimg.org/uagoirsom/Mark_Forged_logo_copy.html	(from http://xfair.mit.edu/)
13:15:19	561/561	---M--	200	added ('OK')	image/png	etag:%22d83e07f6c1f51a8c44c46d03a6cff3e6%22	https://www.filepicker.io/api/file/IFRMV7UlSRCZNO7xJ1SA	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/KBC%20Logo.png	(from http://xfair.mit.edu/)
13:15:20	91327/91327	---M--	200	added ('OK')	image/jpeg	etag:%2291391d41188e5dfd7cd7ac49ba61092b%22	https://www.filepicker.io/api/file/Z333jO8ET8Kvmmt1i1Ol	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Final%20APT_logo_150x200.jpg	(from http://xfair.mit.edu/)
13:15:23	3382/3382	---M--	200	added ('OK')	image/gif	etag:%2254162c616362ca57124f875b1aac8bd0%22	https://www.filepicker.io/api/file/jtmniafFSw2InSnHRG9a	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/MITLL.gif	(from http://xfair.mit.edu/)
13:15:24	3225/3225	---M--	200	added ('OK')	image/png	etag:%227b1d178e0c31bc4fcb4bfa32264c54c5%22	https://www.filepicker.io/api/file/aqV2JnzETuG1urY1qmvd	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/AppD%20Logo%20NEW.png	(from http://xfair.mit.edu/)
13:15:27	2744/2744	---M--	200	added ('OK')	image/png	etag:%22adf00c5f9d91742899f0316f4b969018%22	https://www.filepicker.io/api/file/mx1FuWxlRl2XJkRmhJkN	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/logoDesktop.png	(from http://xfair.mit.edu/)
13:15:29	4948/4948	---M--	200	added ('OK')	image/png	etag:%22467d6f6bd30414497fd141eb001b16b3%22	https://www.filepicker.io/api/file/binA1MNAQadXzzeIQpZJ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/ServiceNow(R)_logo_STANDARD_RGB_226px_122012.png	(from http://xfair.mit.edu/)
13:15:32	25719/25719	---M--	200	added ('OK')	image/jpeg	etag:%22414af335f45e08e9e333ee6d00496840%22	https://www.filepicker.io/api/file/n7EvgVzRmecE35yidv5G	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/Logo.JPG	(from http://xfair.mit.edu/)
13:15:32	236140/236140	---M--	200	added ('OK')	image/jpeg	etag:%225e5d0fa89ab1c3d397dec33f3e132631%22	https://www.filepicker.io/api/file/2CHaqh4mTd6ZJ1ga4mWh	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/gore_logo_fullcolor.jpg	(from http://xfair.mit.edu/)
13:15:34	16808/16808	---M--	200	added ('OK')	image/jpeg	etag:%2265545abd2c43c76ed1fe3375fe9b27b9%22	https://www.filepicker.io/api/file/uoMhVLeTPuzyjodVFqDS	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/77963662.jpg	(from http://xfair.mit.edu/)
13:15:35	221698/221698	---M--	200	added ('OK')	image/jpeg	etag:%2259054ff6616041b0494511b2c3529136%22	https://www.filepicker.io/api/file/Gc6otvyRNyZkPOsgInoE	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/DESRES_Logo%20(2).jpg	(from http://xfair.mit.edu/)
13:15:36	23139/23139	---M--	200	added ('OK')	image/jpeg	etag:%22cdcee65b6f4d096fb94ca00bca5fd0d7%22	https://www.filepicker.io/api/file/6IOVH3dnQqCGHVp2Qzf3	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/duo_logo.jpg	(from http://xfair.mit.edu/)
13:15:37	7624/7624	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Jan%202015%2017:27:22%20GMT	https://dnanexus.com/images/presskit/logos/dnanexus-medium.png	/home/girish/Desktop/My_Websites/eweek/dnanexus.com/images/presskit/logos/dnanexus-medium.png	(from http://xfair.mit.edu/)
13:15:39	58143/58143	---M--	200	added ('OK')	image/jpeg	etag:%22e53e6496e9fe464de303ab9e5919d090%22	https://www.filepicker.io/api/file/ZvayzoU7Q7mFHP5Xol66	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/indeed-logo-1024x422%20(1).jpg	(from http://xfair.mit.edu/)
13:15:39	827993/827993	---M--	200	added ('OK')	image/jpeg	etag:%2226526c6c6a200d28641b63a359a065a4%22	https://www.filepicker.io/api/file/NpwhvdgS9e1Ue4udJ1CQ	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/RMN_logo_cmyk_3inch_wide.jpg	(from http://xfair.mit.edu/)
13:15:39	7911/7911	---M--	200	added ('OK')	image/jpeg	etag:%22e19d8b038296ed9996b5ed0534b8fc2d%22	https://www.filepicker.io/api/file/xYUBGZwESJ62ZWTYxKv2	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/mitrelogo-whiteonblue.jpg	(from http://xfair.mit.edu/)
13:15:42	2440/2440	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Feb%202015%2007:45:42%20GMT	https://www.filepicker.io/api/file/L3UdoA3Tk2tISj5ShUH7	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/ginger-logo@2x.png	(from http://xfair.mit.edu/)
13:15:42	156837/156837	---M--	200	added ('OK')	image/jpeg	etag:%229256ffba883e7602efd21d3ec28d6117%22	https://www.filepicker.io/api/file/HnqdGFToQgqhmM6ThD5B	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/NetApp%20N.jpg	(from http://xfair.mit.edu/)
13:15:44	11040/11040	---M--	200	added ('OK')	image/png	etag:%227fd9326e5891fc4cf6750a325b39d3e5%22	https://www.filepicker.io/api/file/drNql8vaR7yEDIwZMCfK	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/QuoraLogo_color_Small.png	(from http://xfair.mit.edu/)
13:15:45	5022/5022	---M--	200	added ('OK')	image/png	etag:%2280884b8859686deffb85fcb97838afcf%22	https://www.filepicker.io/api/file/28yFssiATl61KEWehnoP	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/NYTHomePageLogo.png	(from http://xfair.mit.edu/)
13:15:52	15931/15931	---M--	200	added ('OK')	image/jpeg	etag:%2254c084c1-3e3b%22	http://s22.postimg.org/9ichrxsm9/biy_logo.jpg	/home/girish/Desktop/My_Websites/eweek/s22.postimg.org/9ichrxsm9/biy_logo.jpg	(from http://xfair.mit.edu/)
13:15:53	148678/148678	---M--	200	added ('OK')	image/jpeg	etag:%22177c2032879f2b441bd5a0eca37d185e%22	https://www.filepicker.io/api/file/SoryMN0QftnMlz92ZQ9x	/home/girish/Desktop/My_Websites/eweek/www.filepicker.io/api/file/IMC%20FM%20new%20logo.JPG	(from http://xfair.mit.edu/)
